WorldX,WorldZ,AnalyticGrad,FDGrad,AnalyticHess,FDHess
0.0782828,0.0176768,0.414419,0.41325,-2.13469,-2.29478
0.0833333,0.0176768,0.398485,0.397235,-2.28321,-2.52947
0.0883838,0.0176768,0.372138,0.370797,-2.32082,-2.66731
0.0934343,0.0176768,0.368135,0.366814,-2.44292,-2.49967
0.0984849,0.0176768,0.362811,0.361357,-2.59653,-2.84612
0.103535,0.0176768,0.357024,0.355601,-2.54632,-2.85357
0.108586,0.0176768,0.369239,0.367757,-2.63105,-3.01376
0.113636,0.0176768,0.347981,0.346523,-2.71661,-2.90573
0.118687,0.0176768,0.327986,0.326302,-2.77264,-3.29316
0.123737,0.0176768,0.327316,0.325751,-2.86195,-3.12179
0.128788,0.0176768,0.321155,0.319466,-2.99124,-3.36766
0.133838,0.0176768,0.261326,0.259899,-2.90448,-2.95043
0.138889,0.0176768,0.236009,0.234455,-2.88178,-3.04729
0.143939,0.0176768,0.185708,0.184394,-2.55224,-2.66731
0.14899,0.0176768,0.190769,0.189427,-2.551,-2.83122
0.15404,0.0176768,0.195093,0.193726,-2.64023,-2.76044
0.159091,0.0176768,0.180911,0.179578,-2.49038,-2.65241
0.164141,0.0176768,0.153571,0.152364,-2.27414,-2.45124
0.169192,0.0176768,0.141711,0.140544,-2.23258,-2.36183
0.174242,0.0176768,0.131703,0.130478,-2.19615,-2.40654
0.179293,0.0176768,0.127266,0.125863,-2.35844,-2.77907
0.184343,0.0176768,0.107558,0.106279,-2.26174,-2.47359
0.189394,0.0176768,0.0838767,0.0828467,-2.03463,-2.00421
0.194444,0.0176768,0.0745443,0.0734441,-2.03872,-2.26498
0.199495,0.0176768,0.057792,0.0566691,-2.07703,-2.26125
0.204545,0.0176768,0.0442572,0.0431538,-1.97812,-2.16812
0.209596,0.0176768,0.0399447,0.0388213,-2.14503,-2.224
0.214646,0.0176768,0.0143346,0.0131838,-2.05759,-2.24635
0.219697,0.0176768,0.00176347,0.000771135,-1.92173,-1.9148
0.224747,0.0176768,0.00249322,0.0012666,-2.25867,-2.5928
0.229798,0.0176768,-0.0168078,-0.0181794,-2.41157,-2.75671
0.234848,0.0176768,-0.0214378,-0.0227727,-2.4081,-2.73436
0.239899,0.0176768,-0.0363784,-0.0377893,-2.77778,-2.86102
0.244949,0.0176768,-0.0469003,-0.0486337,-3.29379,-3.51295
0.25,0.0176768,-0.0664319,-0.0687279,-4.04562,-4.30644
-0.25,0.0227273,-0.411604,-0.401653,16.7732,19.3641
-0.244949,0.0227273,-0.328432,-0.321299,12.0723,14.0145
-0.239899,0.0227273,-0.268017,-0.262499,9.57437,11.0269
-0.234848,0.0227273,-0.219645,-0.215322,7.65384,8.56072
-0.229798,0.0227273,-0.176567,-0.172865,6.32305,7.35372
-0.224747,0.0227273,-0.129407,-0.126109,5.66969,6.56769
-0.219697,0.0227273,-0.11248,-0.109702,4.80541,5.40167
-0.214646,0.0227273,-0.0948201,-0.0923611,4.33222,4.93228
-0.209596,0.0227273,-0.0854866,-0.083264,3.97601,4.60446
-0.204545,0.0227273,-0.053939,-0.0518039,3.64243,4.29153
-0.199495,0.0227273,-0.0251212,-0.0230968,3.65629,3.98979
-0.194444,0.0227273,0.026044,0.0280738,3.69284,3.92273
-0.189394,0.0227273,0.0382914,0.0402592,3.54934,3.99724
-0.184343,0.0227273,0.0300031,0.0317767,3.25445,3.47197
-0.179293,0.0227273,0.0631445,0.0650026,3.39701,3.77744
-0.174242,0.0227273,0.0803751,0.0822171,3.46657,3.52412
-0.169192,0.0227273,0.105255,0.107042,3.24353,3.58373
-0.164141,0.0227273,0.135488,0.137419,3.46135,3.87803
-0.159091,0.0227273,0.163761,0.165693,3.48261,3.85195
-0.15404,0.0227273,0.180907,0.182956,3.51849,4.04939
-0.14899,0.0227273,0.181263,0.18312,3.45502,3.75137
-0.143939,0.0227273,0.171014,0.172816,3.14804,3.5502
-0.138889,0.0227273,0.178192,0.179965,3.08641,3.51667
-0.133838,0.0227273,0.192382,0.193916,3.02083,3.10317
-0.128788,0.0227273,0.202613,0.204287,2.83677,3.30433
-0.123737,0.0227273,0.205424,0.206958,2.7784,3.08454
-0.118687,0.0227273,0.219526,0.220899,2.61163,2.77162
-0.113636,0.0227273,0.235882,0.237271,2.53892,2.76044
-0.108586,0.0227273,0.254385,0.255678,2.35231,2.55555
-0.103535,0.0227273,0.280463,0.28176,2.39501,2.63378
-0.0984849,0.0227273,0.277274,0.278525,2.34227,2.49781
-0.0934343,0.0227273,0.281344,0.282593,2.29235,2.57418
-0.0883838,0.0227273,0.274476,0.275686,2.27352,2.43634
-0.0833333,0.0227273,0.257744,0.258988,2.24077,2.4531
-0.0782828,0.0227273,0.267076,0.268262,2.22269,2.42144
-0.0732323,0.0227273,0.259747,0.260998,2.24764,2.47173
-0.0681818,0.0227273,0.263026,0.264127,2.07761,2.19792
-0.0631313,0.0227273,0.310916,0.312014,2.0151,2.1942
-0.0580808,0.0227273,0.310676,0.311777,1.90166,2.18861
-0.0530303,0.0227273,0.317945,0.318832,1.59342,1.76765
-0.0479798,0.0227273,0.296325,0.29706,1.39119,1.48918
-0.0429293,0.0227273,0.277484,0.278184,1.27521,1.40909
-0.0378788,0.0227273,0.300348,0.301024,1.27894,1.36904
-0.0328283,0.0227273,0.296391,0.297067,1.25839,1.36904
-0.0277778,0.0227273,0.300747,0.301265,0.944892,1.03284
-0.0227273,0.0227273,0.287845,0.288261,0.75547,0.844477
-0.0176768,0.0227273,0.335116,0.335362,0.444259,0.495347
-0.0126263,0.0227273,0.313654,0.313757,0.169702,0.209082
-0.00757576,0.0227273,0.318349,0.318257,-0.15453,-0.179745
-0.00252525,0.0227273,0.350014,0.34971,-0.586707,-0.62678
0.00252525,0.0227273,0.35269,0.35239,-0.557347,-0.587664
0.00757576,0.0227273,0.368975,0.368796,-0.343966,-0.328757
0.0126263,0.0227273,0.385521,0.385182,-0.623004,-0.669621
0.0176768,0.0227273,0.400663,0.400191,-0.822972,-0.968575
0.0227273,0.0227273,0.411866,0.411289,-1.02819,-1.14925
0.0277778,0.0227273,0.416132,0.415547,-1.11413,-1.16043
0.0328283,0.0227273,0.405791,0.405015,-1.36404,-1.48825
0.0378788,0.0227273,0.404793,0.404024,-1.39649,-1.50874
0.0429293,0.0227273,0.40972,0.408772,-1.80578,-1.90362
0.0479798,0.0227273,0.393277,0.392206,-2.03512,-2.10851
0.0530303,0.0227273,0.405833,0.40466,-2.15567,-2.33203
0.0580808,0.0227273,0.41372,0.412501,-2.31167,-2.42889
0.0631313,0.0227273,0.424083,0.422753,-2.4051,-2.72319
0.0681818,0.0227273,0.452052,0.450693,-2.52697,-2.77162
0.0732323,0.0227273,0.443268,0.441678,-2.84005,-3.15905
0.0782828,0.0227273,0.449164,0.447642,-2.85171,-3.08827
0.0833333,0.0227273,0.433147,0.431541,-2.9963,-3.14042
0.0883838,0.0227273,0.411264,0.409547,-3.21142,-3.34531
0.0934343,0.0227273,0.406672,0.404961,-3.33779,-3.51295
0.0984849,0.0227273,0.40086,0.398941,-3.48226,-3.79235
0.103535,0.0227273,0.395182,0.393264,-3.43853,-3.83705
0.108586,0.0227273,0.407967,0.406027,-3.51423,-3.8594
0.113636,0.0227273,0.387513,0.385553,-3.60752,-3.96371
0.118687,0.0227273,0.367626,0.3656,-3.66771,-3.94136
0.123737,0.0227273,0.366555,0.364304,-3.74957,-4.32134
0.128788,0.0227273,0.360811,0.358671,-3.87253,-4.23938
0.133838,0.0227273,0.301826,0.299685,-3.79205,-4.29153
0.138889,0.0227273,0.277397,0.275418,-3.76649,-3.91155
0.143939,0.0227273,0.226024,0.224061,-3.4378,-3.80725
0.14899,0.0227273,0.231236,0.229523,-3.4208,-3.45707
0.15404,0.0227273,0.23595,0.233956,-3.52659,-3.95626
0.159091,0.0227273,0.222237,0.22047,-3.36954,-3.61353
0.164141,0.0227273,0.195235,0.193574,-3.1619,-3.47197
0.169192,0.0227273,0.173825,0.172138,-2.99397,-3.44217
0.174242,0.0227273,0.155138,0.153728,-2.84951,-2.81632
0.179293,0.0227273,0.151402,0.149719,-3.00956,-3.27825
0.184343,0.0227273,0.120716,0.119306,-2.97176,-2.95043
0.189394,0.0227273,0.0974664,0.095956,-2.74927,-3.01003
0.194444,0.0227273,0.0876951,0.0860393,-2.75583,-3.23355
0.199495,0.0227273,0.0715459,0.0700504,-2.79726,-2.92063
0.204545,0.0227273,0.0575037,0.0562072,-2.69896,-2.5332
0.209596,0.0227273,0.0443797,0.0428334,-2.66272,-3.00258
0.214646,0.0227273,0.0178988,0.0165701,-2.59512,-2.71946
0.219697,0.0227273,0.00075221,-0.000424683,-2.25621,-2.40654
0.224747,0.0227273,-0.00219886,-0.00371039,-2.49243,-2.89828
0.229798,0.0227273,-0.0209522,-0.0222921,-2.63066,-2.77907
0.234848,0.0227273,-0.0290861,-0.0304431,-2.46728,-2.75671
0.239899,0.0227273,-0.0433539,-0.0448301,-2.81222,-2.86102
0.244949,0.0227273,-0.0539571,-0.0557899,-3.34426,-3.65078
0.25,0.0227273,-0.0727581,-0.0749752,-4.08791,-4.34369
-0.25,0.0277778,-0.414881,-0.404946,16.7261,19.4609
-0.244949,0.0277778,-0.329603,-0.32258,12.1795,13.8506
-0.239899,0.0277778,-0.272296,-0.266641,9.63696,11.31
-0.234848,0.0277778,-0.223928,-0.219561,7.73813,8.85874
-0.229798,0.0277778,-0.179416,-0.175595,6.54012,7.52509
-0.224747,0.0277778,-0.133611,-0.130266,5.86317,6.68317
-0.219697,0.0277778,-0.114378,-0.111319,5.05116,6.09457
-0.214646,0.0277778,-0.100034,-0.0972971,4.52977,5.45382
-0.209596,0.0277778,-0.0907353,-0.0883639,4.19469,4.58956
-0.204545,0.0277778,-0.0570629,-0.0547841,3.85648,4.29898
-0.199495,0.0277778,-0.0264537,-0.0241324,3.91182,4.5374
-0.194444,0.0277778,0.0186121,0.0207871,3.90866,4.29898
-0.189394,0.0277778,0.0285245,0.030525,3.76762,4.11272
-0.184343,0.0277778,0.030896,0.0329539,3.47407,3.95626
-0.179293,0.0277778,0.0613891,0.0634938,3.6013,4.05312
-0.174242,0.0277778,0.0816445,0.0835508,3.66695,3.76999
-0.169192,0.0277778,0.102877,0.104863,3.46584,3.919
-0.164141,0.0277778,0.138898,0.140861,3.62359,3.99351
-0.159091,0.0277778,0.184227,0.186287,3.8323,4.12762
-0.15404,0.0277778,0.19902,0.201114,3.88666,4.23193
-0.14899,0.0277778,0.198533,0.200704,3.81752,4.17978
-0.143939,0.0277778,0.18949,0.191353,3.51424,3.81097
-0.138889,0.0277778,0.195222,0.197187,3.45689,3.88548
-0.133838,0.0277778,0.23368,0.235666,3.49933,4.00096
-0.128788,0.0277778,0.243257,0.245053,3.30929,3.65451
-0.123737,0.0277778,0.270905,0.272721,3.36083,3.61726
-0.118687,0.0277778,0.282365,0.284117,3.20568,3.66569
-0.113636,0.0277778,0.299508,0.301227,3.13707,3.39746
-0.108586,0.0277778,0.317421,0.318974,2.96843,3.08081
-0.103535,0.0277778,0.342112,0.343781,2.99861,3.37884
-0.0984849,0.0277778,0.363757,0.365496,3.01315,3.42354
-0.0934343,0.0277778,0.367633,0.369314,2.89721,3.30061
-0.0883838,0.0277778,0.360465,0.362098,2.85639,3.20002
-0.0833333,0.0277778,0.356556,0.358153,2.8454,3.17767
-0.0782828,0.0277778,0.363708,0.365168,2.71739,2.99513
-0.0732323,0.0277778,0.35735,0.358842,2.76078,2.97651
-0.0681818,0.0277778,0.359901,0.361349,2.60272,2.9318
-0.0631313,0.0277778,0.432419,0.433814,2.49344,2.76789
-0.0580808,0.0277778,0.432635,0.433927,2.38675,2.65241
-0.0530303,0.0277778,0.439688,0.440845,2.07941,2.29478
-0.0479798,0.0277778,0.418714,0.419779,1.88764,2.1141
-0.0429293,0.0277778,0.400133,0.401124,1.78457,2.00607
-0.0378788,0.0277778,0.422271,0.423214,1.77832,1.94646
-0.0328283,0.0277778,0.417867,0.41882,1.75329,1.91201
-0.0277778,0.0277778,0.423726,0.424509,1.44795,1.5609
-0.0227273,0.0277778,0.409569,0.41027,1.2648,1.39745
-0.0176768,0.0277778,0.456754,0.457273,0.95844,1.03167
-0.0126263,0.0277778,0.435627,0.435982,0.677466,0.728964
-0.00757576,0.0277778,0.422449,0.42255,0.17852,0.218395
-0.00252525,0.0277778,0.452853,0.4527,-0.2527,-0.286847
0.00252525,0.0277778,0.456239,0.456142,-0.224099,-0.201166
0.00757576,0.0277778,0.472891,0.472886,-0.00670124,0
0.0126263,0.0277778,0.467883,0.46764,-0.43373,-0.473112
0.0176768,0.0277778,0.484076,0.483751,-0.651518,-0.67614
0.0227273,0.0277778,0.494539,0.494076,-0.846775,-0.882894
0.0277778,0.0277778,0.475157,0.474583,-1.05101,-1.13063
0.0328283,0.0277778,0.465181,0.464518,-1.30276,-1.38953
0.0378788,0.0277778,0.464805,0.464104,-1.33324,-1.39512
0.0429293,0.0277778,0.469186,0.468265,-1.73736,-1.85892
0.0479798,0.0277778,0.454722,0.453692,-1.97689,-2.07126
0.0530303,0.0277778,0.440855,0.439685,-2.14703,-2.31341
0.0580808,0.0277778,0.448309,0.447012,-2.31125,-2.6226
0.0631313,0.0277778,0.459583,0.458319,-2.40886,-2.52947
0.0681818,0.0277778,0.47398,0.472631,-2.53427,-2.67476
0.0732323,0.0277778,0.465522,0.463914,-2.84852,-3.08454
0.0782828,0.0277778,0.471465,0.469938,-2.85999,-3.01748
0.0833333,0.0277778,0.455524,0.453841,-3.00323,-3.34531
0.0883838,0.0277778,0.408879,0.407036,-3.19392,-3.65078
0.0934343,0.0277778,0.403337,0.401538,-3.31317,-3.52785
0.0984849,0.0277778,0.39798,0.396125,-3.46258,-3.71784
0.103535,0.0277778,0.392913,0.390887,-3.66509,-4.03821
0.108586,0.0277778,0.406519,0.404529,-3.74487,-4.03821
0.113636,0.0277778,0.386308,0.384264,-3.84172,-4.12762
0.118687,0.0277778,0.366365,0.364169,-3.90208,-4.26173
0.123737,0.0277778,0.365896,0.363804,-3.98614,-4.22448
0.128788,0.0277778,0.360003,0.357896,-4.10471,-4.30644
0.133838,0.0277778,0.300998,0.298791,-4.01889,-4.31389
0.138889,0.0277778,0.276629,0.27445,-3.98776,-4.33624
0.143939,0.0277778,0.226021,0.22421,-3.66037,-3.56883
0.14899,0.0277778,0.231392,0.229478,-3.65442,-3.86685
0.15404,0.0277778,0.236574,0.234455,-3.74985,-4.25428
0.159091,0.0277778,0.217442,0.215515,-3.64921,-3.77744
0.164141,0.0277778,0.182395,0.180505,-3.53861,-3.83705
0.169192,0.0277778,0.161597,0.159666,-3.37301,-3.74019
0.174242,0.0277778,0.13268,0.13084,-3.29144,-3.62098
0.179293,0.0277778,0.129431,0.127569,-3.458,-3.8594
0.184343,0.0277778,0.0990742,0.0971258,-3.43144,-3.8296
0.189394,0.0277778,0.0762697,0.0746027,-3.19328,-3.49432
0.194444,0.0277778,0.067158,0.0652596,-3.1962,-3.68804
0.199495,0.0277778,0.0496774,0.0480413,-3.26291,-3.21865
0.204545,0.0277778,0.0362569,0.0345781,-3.14547,-3.2708
0.209596,0.0277778,0.0241278,0.0223666,-3.11499,-3.61353
0.214646,0.0277778,-0.0031262,-0.00465661,-3.0398,-3.07709
0.219697,0.0277778,-0.0195392,-0.0210628,-2.69655,-2.98023
0.224747,0.0277778,-0.0219486,-0.0236556,-2.94347,-3.33786
0.229798,0.0277778,-0.0414738,-0.043124,-3.06872,-3.38256
0.234848,0.0277778,-0.0487881,-0.050351,-2.92183,-3.07709
0.239899,0.0277778,-0.0624165,-0.0641122,-3.26107,-3.40491
0.244949,0.0277778,-0.0726576,-0.0746995,-3.79372,-4.12762
0.25,0.0277778,-0.0922092,-0.0946745,-4.50812,-4.90993
-0.25,0.0328283,-0.40135,-0.39158,16.6,19.215
-0.244949,0.0328283,-0.316729,-0.309587,12.0237,14.1337
-0.239899,0.0328283,-0.261211,-0.255652,9.50857,11.0269
-0.234848,0.0328283,-0.210721,-0.20609,7.67168,9.20147
-0.229798,0.0328283,-0.164346,-0.160426,6.49431,7.81566
-0.224747,0.0328283,-0.122846,-0.119649,5.76051,6.51181
-0.219697,0.0328283,-0.106074,-0.103183,4.92856,5.8338
-0.214646,0.0328283,-0.091345,-0.0887737,4.4387,5.0962
-0.209596,0.0328283,-0.0814849,-0.0791028,4.10321,4.79072
-0.204545,0.0328283,-0.0479406,-0.0458509,3.76084,4.08292
-0.199495,0.0328283,-0.0227199,-0.0205412,3.79422,4.25428
-0.194444,0.0328283,0.0245226,0.026606,3.79944,4.17978
-0.189394,0.0328283,0.0337447,0.0358149,3.67384,4.09782
-0.184343,0.0328283,0.0366592,0.0385195,3.38498,3.71039
-0.179293,0.0328283,0.0653894,0.0673085,3.5129,4.06802
-0.174242,0.0328283,0.0848304,0.0867918,3.59073,3.7998
-0.169192,0.0328283,0.105291,0.107173,3.36511,3.7998
-0.164141,0.0328283,0.142173,0.144072,3.5524,3.8296
-0.159091,0.0328283,0.185312,0.187218,3.76073,3.95626
-0.15404,0.0328283,0.198423,0.20051,3.80386,4.02331
-0.14899,0.0328283,0.197489,0.199467,3.74391,4.14252
-0.143939,0.0328283,0.207775,0.209752,3.61373,3.99351
-0.138889,0.0328283,0.21369,0.215728,3.56468,3.96743
-0.133838,0.0328283,0.250742,0.252746,3.59008,4.08292
-0.128788,0.0328283,0.262145,0.263836,3.39771,3.50922
-0.123737,0.0328283,0.288534,0.290468,3.44209,3.84822
-0.118687,0.0328283,0.299653,0.301436,3.31698,3.56138
-0.113636,0.0328283,0.315831,0.317652,3.25329,3.58745
-0.108586,0.0328283,0.333641,0.335354,3.0686,3.36021
-0.103535,0.0328283,0.358561,0.360269,3.1243,3.44962
-0.0984849,0.0328283,0.379427,0.381194,3.13959,3.46079
-0.0934343,0.0328283,0.382808,0.384502,3.01363,3.36394
-0.0883838,0.0328283,0.402048,0.403743,3.0162,3.30806
-0.0833333,0.0328283,0.397203,0.39883,3.00108,3.24845
-0.0782828,0.0328283,0.406374,0.407975,2.88708,3.17022
-0.0732323,0.0328283,0.410187,0.41173,2.94642,3.05101
-0.0681818,0.0328283,0.41276,0.41425,2.76563,3.01748
-0.0631313,0.0328283,0.484537,0.486044,2.67145,2.96161
-0.0580808,0.0328283,0.48435,0.485767,2.55591,2.8275
-0.0530303,0.0328283,0.492883,0.494087,2.25695,2.4233
-0.0479798,0.0328283,0.471274,0.472389,2.08276,2.24449
-0.0429293,0.0328283,0.464282,0.465306,1.92808,2.10665
-0.0378788,0.0328283,0.511037,0.512034,1.82801,1.95857
-0.0328283,0.0328283,0.508301,0.509275,1.8098,1.9474
-0.0277778,0.0328283,0.514042,0.514876,1.50328,1.67452
-0.0227273,0.0328283,0.499211,0.499932,1.33192,1.45985
-0.0176768,0.0328283,0.54601,0.546559,1.02405,1.10758
-0.0126263,0.0328283,0.525426,0.525833,0.744094,0.8223
-0.00757576,0.0328283,0.511396,0.511515,0.243485,0.259373
-0.00252525,0.0328283,0.541465,0.541376,-0.183154,-0.155531
0.00252525,0.0328283,0.545329,0.545258,-0.151909,-0.139698
0.00757576,0.0328283,0.543431,0.543375,-0.0992457,-0.0884756
0.0126263,0.0328283,0.556327,0.555949,-0.716027,-0.782311
0.0176768,0.0328283,0.572375,0.571854,-0.927268,-1.01142
0.0227273,0.0328283,0.583623,0.583017,-1.13593,-1.20327
0.0277778,0.0328283,0.570949,0.570171,-1.42658,-1.51992
0.0328283,0.0328283,0.56091,0.560017,-1.66985,-1.73599
0.0378788,0.0328283,0.560691,0.559721,-1.70333,-1.93901
0.0429293,0.0328283,0.566058,0.564948,-2.10654,-2.19047
0.0479798,0.0328283,0.550407,0.549063,-2.33855,-2.70084
0.0530303,0.0328283,0.536967,0.535622,-2.51924,-2.69711
0.0580808,0.0328283,0.544243,0.542782,-2.6696,-2.89828
0.0631313,0.0328283,0.529369,0.527795,-2.81736,-3.05101
0.0681818,0.0328283,0.54508,0.543423,-2.94896,-3.23355
0.0732323,0.0328283,0.53877,0.536941,-3.35021,-3.53903
0.0782828,0.0328283,0.532853,0.531089,-3.36506,-3.51667
0.0833333,0.0328283,0.516445,0.514571,-3.50091,-3.68431
0.0883838,0.0328283,0.469764,0.4678,-3.69374,-3.85195
0.0934343,0.0328283,0.464741,0.462651,-3.81241,-4.19468
0.0984849,0.0328283,0.459808,0.457592,-3.96488,-4.42564
0.103535,0.0328283,0.45641,0.454113,-4.3402,-4.55975
0.108586,0.0328283,0.45739,0.455163,-4.37441,-4.55975
0.113636,0.0328283,0.411935,0.409618,-4.37791,-4.65661
0.118687,0.0328283,0.39203,0.389747,-4.43885,-4.54485
0.123737,0.0328283,0.391537,0.389107,-4.52321,-4.90993
0.128788,0.0328283,0.386227,0.383683,-4.64617,-5.02914
0.133838,0.0328283,0.327054,0.32445,-4.55395,-4.87268
0.138889,0.0328283,0.302794,0.30034,-4.51937,-4.87268
0.143939,0.0328283,0.2531,0.250764,-4.18493,-4.58956
0.14899,0.0328283,0.251437,0.249043,-4.30969,-4.72367
0.15404,0.0328283,0.256966,0.254624,-4.39844,-4.77582
0.159091,0.0328283,0.237991,0.235572,-4.29063,-4.74602
0.164141,0.0328283,0.184062,0.181846,-3.98727,-4.23193
0.169192,0.0328283,0.164082,0.16202,-3.8234,-4.07547
0.174242,0.0328283,0.135682,0.133738,-3.74713,-3.94136
0.179293,0.0328283,0.125545,0.123627,-3.81756,-3.91155
0.184343,0.0328283,0.0964687,0.0943988,-3.79153,-4.07547
0.189394,0.0328283,0.0728134,0.0707582,-3.55304,-4.04566
0.194444,0.0328283,0.0637452,0.0619814,-3.54833,-3.59118
0.199495,0.0328283,0.0463911,0.0444055,-3.6191,-3.98606
0.204545,0.0328283,0.033515,0.0315607,-3.50646,-3.8892
0.209596,0.0328283,0.0219731,0.0201762,-3.47363,-3.61353
0.214646,0.0328283,-0.00549573,-0.00733882,-3.38781,-3.73274
0.219697,0.0328283,-0.0211242,-0.0229478,-3.05014,-3.58373
0.224747,0.0328283,-0.0263914,-0.0280067,-3.19453,-3.2261
0.229798,0.0328283,-0.0445198,-0.046365,-3.34756,-3.59863
0.234848,0.0328283,-0.0595181,-0.0614449,-3.19485,-3.69549
0.239899,0.0328283,-0.0736766,-0.0756979,-3.52661,-3.9041
0.244949,0.0328283,-0.0832477,-0.0853762,-4.06054,-4.18723
0.25,0.0328283,-0.111818,-0.114366,-4.74356,-5.06639
-0.25,0.0378788,-0.408931,-0.399172,16.7028,19.4609
-0.244949,0.0378788,-0.327927,-0.320777,12.0133,13.9624
-0.239899,0.0378788,-0.269881,-0.264205,9.60723,11.161
-0.234848,0.0378788,-0.223997,-0.219509,7.67986,8.97795
-0.229798,0.0378788,-0.175149,-0.171259,6.57049,7.64429
-0.224747,0.0378788,-0.13428,-0.130966,5.83406,6.56396
-0.219697,0.0378788,-0.118976,-0.116095,5.00435,5.64009
-0.214646,0.0378788,-0.107151,-0.104517,4.4846,5.26011
-0.209596,0.0378788,-0.0967946,-0.0943541,4.1675,4.83543
-0.204545,0.0378788,-0.0610998,-0.0588819,3.84218,4.44055
-0.199495,0.0378788,-0.0253494,-0.0232309,3.80727,4.22448
-0.194444,0.0378788,0.0338597,0.0363439,4.02948,4.87268
-0.189394,0.0378788,0.0452207,0.0474751,3.91275,4.4778
-0.184343,0.0378788,0.0560011,0.0579655,3.69168,3.8594
-0.179293,0.0378788,0.086195,0.0883266,3.82048,4.20958
-0.174242,0.0378788,0.102649,0.104606,3.89979,3.96371
-0.169192,0.0378788,0.126586,0.12888,3.66585,4.41819
-0.164141,0.0378788,0.162136,0.164166,3.86652,4.00096
-0.159091,0.0378788,0.200753,0.203006,4.08098,4.36604
-0.15404,0.0378788,0.214136,0.216335,4.12932,4.41074
-0.14899,0.0378788,0.212992,0.21518,4.07206,4.38839
-0.143939,0.0378788,0.226103,0.228375,3.9015,4.50015
-0.138889,0.0378788,0.231506,0.233538,3.85477,4.11272
-0.133838,0.0378788,0.267673,0.269763,3.87653,4.26173
-0.128788,0.0378788,0.280003,0.281915,3.67524,3.87803
-0.123737,0.0378788,0.304959,0.307027,3.74423,4.04194
-0.118687,0.0378788,0.317274,0.319306,3.61688,4.05684
-0.113636,0.0378788,0.331719,0.333697,3.54455,3.919
-0.108586,0.0378788,0.350568,0.352416,3.38074,3.68431
-0.103535,0.0378788,0.375195,0.37694,3.36506,3.62098
-0.0984849,0.0378788,0.394792,0.396576,3.38635,3.58
-0.0934343,0.0378788,0.398432,0.400238,3.26233,3.63216
-0.0883838,0.0378788,0.416926,0.41873,3.26401,3.63961
-0.0833333,0.0378788,0.413848,0.415713,3.25563,3.70294
-0.0782828,0.0378788,0.42114,0.422962,3.15781,3.68431
-0.0732323,0.0378788,0.426212,0.427946,3.20927,3.47197
-0.0681818,0.0378788,0.427797,0.429448,3.02982,3.2261
-0.0631313,0.0378788,0.498191,0.499792,2.92641,3.1665
-0.0580808,0.0378788,0.499399,0.500988,2.82211,3.13297
-0.0530303,0.0378788,0.508657,0.510085,2.53341,2.83308
-0.0479798,0.0378788,0.486725,0.488052,2.34903,2.66731
-0.0429293,0.0378788,0.465469,0.466551,1.97508,2.11783
-0.0378788,0.0378788,0.508082,0.509069,1.79575,1.96509
-0.0328283,0.0378788,0.504878,0.505803,1.77988,1.86358
-0.0277778,0.0378788,0.510991,0.511819,1.47782,1.65403
-0.0227273,0.0378788,0.496279,0.497,1.30294,1.46544
-0.0176768,0.0378788,0.552608,0.553128,0.938774,1.04774
-0.0126263,0.0378788,0.530694,0.531052,0.662442,0.723405
-0.00757576,0.0378788,0.517135,0.517226,0.161478,0.194181
-0.00252525,0.0378788,0.547094,0.546958,-0.260948,-0.26077
0.00252525,0.0378788,0.551175,0.551102,-0.230132,-0.164844
0.00757576,0.0378788,0.556401,0.556258,-0.262074,-0.282191
0.0126263,0.0378788,0.569555,0.56912,-0.873039,-0.882894
0.0176768,0.0378788,0.58455,0.583954,-1.08823,-1.16415
0.0227273,0.0378788,0.597477,0.596773,-1.2878,-1.36904
0.0277778,0.0378788,0.585581,0.584727,-1.59112,-1.69128
0.0328283,0.0378788,0.57559,0.57457,-1.8276,-1.99303
0.0378788,0.0378788,0.575329,0.574373,-1.85524,-1.89617
0.0429293,0.0378788,0.580671,0.57942,-2.25997,-2.49222
0.0479798,0.0378788,0.56464,0.563357,-2.49441,-2.5183
0.0530303,0.0378788,0.551617,0.55014,-2.66983,-2.902
0.0580808,0.0378788,0.560295,0.558697,-2.8305,-3.18512
0.0631313,0.0378788,0.543863,0.54222,-2.96036,-3.25218
0.0681818,0.0378788,0.559982,0.558287,-3.09556,-3.39746
0.0732323,0.0378788,0.554705,0.552878,-3.50645,-3.68804
0.0782828,0.0378788,0.547485,0.545576,-3.51305,-3.77744
0.0833333,0.0378788,0.531704,0.529774,-3.65892,-3.86685
0.0883838,0.0378788,0.484486,0.482604,-3.83437,-3.8296
0.0934343,0.0378788,0.480583,0.478476,-3.95584,-4.23193
0.0984849,0.0378788,0.475513,0.47338,-4.10036,-4.28408
0.103535,0.0378788,0.471698,0.469327,-4.47481,-4.65661
0.108586,0.0378788,0.474281,0.471771,-4.51761,-4.93228
0.113636,0.0378788,0.427429,0.424966,-4.51154,-4.84288
0.118687,0.0378788,0.407718,0.4052,-4.57142,-5.02914
0.123737,0.0378788,0.406979,0.404485,-4.65545,-4.99934
0.128788,0.0378788,0.40151,0.398971,-4.78168,-5.0813
0.133838,0.0378788,0.333795,0.331536,-4.6272,-4.64916
0.138889,0.0378788,0.309899,0.307344,-4.58189,-5.02169
0.143939,0.0378788,0.260041,0.257872,-4.244,-4.31389
0.14899,0.0378788,0.255335,0.252917,-4.4234,-4.84288
